filename,area_pixels,mean,intden
U_phi_000388.tif,65536,23.486023,1539180.000000
U_phi_000389.tif,65536,23.898468,1566210.000000
U_phi_000390.tif,65536,23.808975,1560345.000000
U_phi_000391.tif,65536,23.645554,1549635.000000
U_phi_000392.tif,65536,23.221436,1521840.000000
U_phi_000393.tif,65536,23.851776,1563150.000000
U_phi_000394.tif,65536,23.902359,1566465.000000
U_phi_000395.tif,65536,24.093018,1578960.000000
U_phi_000396.tif,65536,23.676682,1551675.000000
U_phi_000397.tif,65536,24.007416,1573350.000000
U_phi_000398.tif,65536,24.556046,1609305.000000
U_phi_000399.tif,65536,23.886795,1565445.000000
U_phi_000400.tif,65536,24.275894,1590945.000000
U_phi_000401.tif,65536,23.163071,1518015.000000
U_phi_000402.tif,65536,24.567719,1610070.000000
U_phi_000403.tif,65536,24.878998,1630470.000000
U_phi_000404.tif,65536,24.353714,1596045.000000
U_phi_000405.tif,65536,24.295349,1592220.000000
U_phi_000406.tif,65536,23.875122,1564680.000000
U_phi_000407.tif,65536,23.801193,1559835.000000
U_phi_000408.tif,65536,24.085236,1578450.000000
U_phi_000409.tif,65536,23.665009,1550910.000000
U_phi_000410.tif,65536,23.614426,1547595.000000
U_phi_000411.tif,65536,24.217529,1587120.000000
U_phi_000412.tif,65536,24.396515,1598850.000000
U_phi_000413.tif,65536,23.622208,1548105.000000
U_phi_000414.tif,65536,24.139709,1582020.000000
U_phi_000415.tif,65536,24.155273,1583040.000000
U_phi_000416.tif,65536,23.995743,1572585.000000
U_phi_000417.tif,65536,23.703918,1553460.000000
U_phi_000418.tif,65536,23.668900,1551165.000000
U_phi_000419.tif,65536,24.330368,1594515.000000
U_phi_000420.tif,65536,23.777847,1558305.000000
U_phi_000421.tif,65536,23.622208,1548105.000000
U_phi_000422.tif,65536,23.925705,1567995.000000
U_phi_000423.tif,65536,24.073563,1577685.000000
U_phi_000424.tif,65536,23.727264,1554990.000000
U_phi_000425.tif,65536,23.703918,1553460.000000
U_phi_000426.tif,65536,24.540482,1608285.000000
U_phi_000427.tif,65536,24.093018,1578960.000000
U_phi_000428.tif,65536,24.116364,1580490.000000
U_phi_000429.tif,65536,23.672791,1551420.000000
U_phi_000430.tif,65536,23.805084,1560090.000000
U_phi_000431.tif,65536,24.151382,1582785.000000
